,LandValue,BuildValue,TotalValue,SchoolDist,CityName,YearBuilt,SqMeters,LandUse,avgAge,density,buildCover,pvmnt,treecover,parkDist,water
378,5300.0,168200.0,173500.0,001,MINNEAPOLIS,1913,6229.73491125,RESIDENTIAL,26.8,8617.757897063875,150,295,229,88.58893585205078,0
379,194000.0,474100.0,668100.0,270,MINNETONKA,1991,23457.05211133,RESIDENTIAL,38.8,1287.4860356045863,6,427,118,120.0,107
380,57200.0,182500.0,239700.0,0622,MAPLEWOOD,1955,10123.34,Res 1 unit,34.1,4041.8416703511903,18,55,686,142.23922729492188,0
381,178400.0,164700.0,343100.0,284,MINNETONKA,1912,16188.06272452,RESIDENTIAL,43.7,1510.7761321149662,32,66,378,169.91763305664062,82
382,50000.0,206400.0,256400.0,0624,VADNAIS HEIGHTS,2004,,Res 1 unit,48.3,3677.851390470365,203,291,285,200.529296875,0
383,55100.0,130900.0,186000.0,271,BLOOMINGTON,1977,3847.00060015,TOWNHOUSE,45.9,3099.389388328046,0,0,0,343.6800842285156,0
384,13800.0,132200.0,146000.0,001,MINNEAPOLIS,1959,6841.74937419,RESIDENTIAL,40.2,5011.556400642215,157,223,260,222.0,0
385,53000.0,146000.0,199000.0,286,BROOKLYN CENTER,1965,9289.21765111,RESIDENTIAL,27.7,5124.398358522772,213,190,352,297.9530029296875,0
386,121800.0,145400.0,267200.0,283,ST. LOUIS PARK,1959,8083.4124761,RESIDENTIAL,37.4,8267.006119412134,83,343,162,174.0,0
387,178400.0,234000.0,412400.0,270,MINNETONKA,1928,22393.07555397,RESIDENTIAL,64.3,2814.7397892051604,95,210,222,148.5530242919922,0
388,53700.0,482300.0,536000.0,001,MINNEAPOLIS,2003,59741.19203964,CONDOMINIUM,37.0,13224.364486311737,0,0,0,332.6619873046875,0
389,71300.0,251400.0,322700.0,0624,VADNAIS HEIGHTS,1983,10319.36,Res 1 unit,25.6,1326.4614544492151,141,214,384,117.88130187988281,0
390,48000.0,248000.0,296000.0,281,ROBBINSDALE,2006,2905.41323062,TOWNHOUSE,42.2,7505.706001692702,63,65,356,346.652587890625,106
391,120900.0,134400.0,255300.0,0625,ST PAUL,1945,5248.98,Res 1 unit,38.2,6973.465295991758,137,175,351,102.0,6
392,47700.0,188400.0,236100.0,0622,NORTH ST PAUL,1950,10140.77,Res 1 unit,31.5,5631.453218807627,107,194,324,30.0,0
393,50000.0,170100.0,220100.0,0282,NEW BRIGHTON,1967,1346.0,Res 1 unit,35.7,6186.5940775465,259,253,259,270.0,0
394,76300.0,232700.0,309000.0,0621,SHOREVIEW,1977,9840.2,Res 1 unit,45.7,3722.9471370749684,128,546,91,293.0187683105469,3
395,50000.0,116300.0,166300.0,0622,MAPLEWOOD,1981,4525.88,Res 1 unit,46.4,3697.7050668479787,114,185,416,46.86149978637695,0
396,178400.0,116300.0,294700.0,276,MINNETONKA,1959,15203.82821756,RESIDENTIAL,52.3,1950.5259247928159,34,277,29,243.64727783203125,84
397,92600.0,340900.0,433500.0,0621,SHOREVIEW,1990,12728.23,Res 1 unit,51.9,1659.4950908514566,8,172,330,419.8285217285156,0
398,40300.0,156800.0,197100.0,279,MAPLE GROVE,1987,2583.83139638,TOWNHOUSE,36.8,1203.186189640459,69,158,491,329.50872802734375,0
399,58000.0,182400.0,240400.0,279,BROOKLYN PARK,1977,11201.19966907,RESIDENTIAL,48.0,4192.135066655824,0,0,0,348.0,900
400,33200.0,189800.0,223000.0,0625,ST PAUL,2000,7609.93,Res 1 unit,26.1,7691.680069419188,116,231,242,180.0,22
401,80400.0,205300.0,285700.0,0624,WHITE BEAR TOWN,1988,9591.91,Res 1 unit,48.0,2300.261329223466,111,307,345,189.45184326171875,0
402,19000.0,164000.0,183000.0,277,ORONO,1988,8500.00320547,RESIDENTIAL-ZERO LOT LINE,47.8,2044.8289953711308,19,151,92,102.0,0
403,115000.0,244000.0,359000.0,284,PLYMOUTH,1996,3230.15649112,TOWNHOUSE,57.0,1444.4111013544941,50,154,472,307.8765869140625,17
404,53000.0,131000.0,184000.0,011,BROOKLYN CENTER,1962,9524.65755764,RESIDENTIAL,32.2,3479.717598971858,155,253,235,277.43109130859375,118
405,78000.0,191000.0,269000.0,281,NEW HOPE,1963,10199.8056709,RESIDENTIAL,40.0,3574.877224391013,130,116,437,203.735107421875,0
406,108000.0,94000.0,202000.0,280,RICHFIELD,1949,10069.37685044,RESIDENTIAL,39.0,4358.966488127988,0,0,0,228.0,0
407,57400.0,184600.0,242000.0,001,MINNEAPOLIS,1988,8958.17353563,RESIDENTIAL,30.8,5496.411123217266,0,0,0,440.09088134765625,0
408,65800.0,118700.0,184500.0,272,EDEN PRAIRIE,1973,1741.89009964,TOWNHOUSE,36.3,2381.836743461751,0,0,213,282.7649230957031,0
409,49800.0,232000.0,281800.0,0623,MAPLEWOOD,1979,10049.29,Res 1 unit,32.1,3604.122494820458,87,149,159,266.51080322265625,42
410,184000.0,340500.0,524500.0,270,MINNETONKA,1980,12387.25475201,RESIDENTIAL,50.2,1101.457960940877,78,138,398,434.69989013671875,0
411,9800.0,153700.0,163500.0,001,MINNEAPOLIS,1982,13372.79155475,CONDOMINIUM,28.3,29895.893724257236,0,0,0,103.2279052734375,0
412,500.0,2300.0,2800.0,0625,ST PAUL,,,Res 1 unit,27.8,2592.681099324033,23,319,273,239.77490234375,0
413,102000.0,132000.0,234000.0,280,RICHFIELD,1946,10076.44553271,RESIDENTIAL,38.6,4262.797170773112,0,0,0,484.85052490234375,0
414,116400.0,208000.0,324400.0,271,BLOOMINGTON,1954,16200.16758901,RESIDENTIAL,62.0,2482.8999650953238,0,0,0,288.1249694824219,0
415,58000.0,151000.0,209000.0,279,BROOKLYN PARK,1963,10945.67562554,RESIDENTIAL,30.3,2476.342782869822,156,528,90,216.0,0
416,24400.0,170800.0,195200.0,0625,ST PAUL,1957,5140.08,Res 1 unit,26.8,6192.8621938074975,71,78,423,156.0,16
417,679000.0,613000.0,1292000.0,278,MINNETONKA BEACH,1988,46549.64678305,RESIDENTIAL,48.5,883.6527242049121,3,51,60,46.86149978637695,11
418,95000.0,197500.0,292500.0,0623,ROSEVILLE,1955,9748.73,Res 1 unit,57.5,1824.3161988644204,76,93,531,425.61956787109375,34
419,198200.0,165000.0,363200.0,001,MINNEAPOLIS,1934,10024.94539406,RESIDENTIAL,47.8,4073.0031093194616,0,2,23,25.455842971801758,868
420,145500.0,231900.0,377400.0,0625,ST PAUL,1916,6150.67,Res 1 unit,20.4,9617.310717645627,133,253,37,412.91162109375,0
421,278100.0,441700.0,719800.0,0621,SHOREVIEW,1966,12601.91,Res 1 unit,49.6,2513.012536119095,208,221,263,135.76449584960938,0
422,32200.0,257300.0,289500.0,001,MINNEAPOLIS,1900,5039.58550416,RESIDENTIAL-TWO UNIT,28.4,8944.636334845816,62,154,394,90.0,0
423,188100.0,110400.0,298500.0,270,MINNETONKA,1955,33667.61840437,RESIDENTIAL,42.3,1033.1714003452093,84,216,274,186.0,0
424,45000.0,152000.0,197000.0,011,BROOKLYN CENTER,1963,10297.40022749,RESIDENTIAL,29.0,8633.396316038321,233,587,38,211.36697387695312,0
425,4700.0,127300.0,132000.0,001,MINNEAPOLIS,1905,5432.11033364,RESIDENTIAL,27.5,10144.097153670316,173,254,233,434.0783386230469,0
426,55000.0,209000.0,264000.0,277,MOUND,1978,12860.61713072,RESIDENTIAL,53.5,1406.2334389050807,3,41,216,216.74868774414062,3
427,536500.0,566500.0,1103000.0,001,MINNEAPOLIS,1925,11162.7462225,RESIDENTIAL,34.3,7444.327928165748,39,82,394,61.773780822753906,0
428,123300.0,205200.0,328500.0,0625,ST PAUL,1925,7501.03,Res 1 unit,35.5,7715.548573086065,56,312,238,399.4395751953125,0
429,108500.0,154800.0,263300.0,283,ST. LOUIS PARK,1942,6436.69157957,RESIDENTIAL,34.4,7742.338177120786,24,139,304,204.0,0
430,98000.0,143000.0,241000.0,270,GOLDEN VALLEY,1955,11048.06323045,RESIDENTIAL,41.9,1989.4207177664023,102,194,391,45.69464111328125,0
431,55700.0,238900.0,294600.0,0621,MOUNDS VIEW,1987,9147.6,Res 1 unit,30.7,5170.6946045115255,176,172,385,115.25624084472656,0
432,109000.0,368000.0,477000.0,278,LONG LAKE,1979,41268.07479754,RESIDENTIAL,46.3,3150.912863375355,1,187,196,315.78472900390625,0
433,184800.0,265400.0,450200.0,0625,ST PAUL,1930,7501.03,Res 1 unit,45.7,9044.433179446982,70,129,470,154.84185791015625,0
434,38000.0,115000.0,153000.0,280,EDINA,1966,76577.36546364,CONDOMINIUM,43.0,3381.7094746298794,0,11,13,409.49725341796875,0
435,140900.0,502600.0,643500.0,001,MINNEAPOLIS,1923,6482.65023512,RESIDENTIAL,48.6,5513.393988496226,0,0,0,84.0,0
437,92000.0,215200.0,307200.0,0625,ST PAUL,1959,7200.47,Res 1 unit,40.5,6341.450328761415,0,0,0,114.62983703613281,0
438,134800.0,215200.0,350000.0,272,EDEN PRAIRIE,1980,10988.84890045,RESIDENTIAL,44.1,3746.61733153225,0,8,113,123.69316864013672,23
439,362600.0,209900.0,572500.0,001,MINNEAPOLIS,1940,9969.43159315,RESIDENTIAL,48.0,4806.653748572777,12,259,111,156.46084594726562,21
440,64000.0,226000.0,290000.0,284,PLYMOUTH,2011,1999.5,TOWNHOUSE,34.7,3498.303094398041,11,244,119,335.1954650878906,0
441,262500.0,141200.0,403700.0,273,EDINA,1955,12960.80678949,RESIDENTIAL,52.0,2908.0125306360796,70,221,215,96.7470932006836,2
442,61300.0,203700.0,265000.0,0622,MAPLEWOOD,1997,10454.4,Res 1 unit,37.5,3429.8306053332212,43,164,543,294.0,0
443,158000.0,134900.0,292900.0,276,MINNETONKA,1949,9464.33471768,RESIDENTIAL-TWO UNIT,57.1,2355.2881075796886,40,413,105,96.18731689453125,0
444,64000.0,173000.0,237000.0,281,NEW HOPE,1977,12396.15231075,RESIDENTIAL,41.7,3753.1851136172295,53,274,337,523.2398681640625,0
445,47300.0,278200.0,325500.0,001,MINNEAPOLIS,1923,5145.30119557,RESIDENTIAL,42.9,4197.8392911585115,87,212,413,84.0,0
446,40000.0,133800.0,173800.0,276,MINNETONKA,1984,4105.82053523,TOWNHOUSE,50.9,1733.6308612328073,61,237,276,366.0,8
447,209000.0,387000.0,596000.0,284,PLYMOUTH,1980,68817.51453385,RESIDENTIAL,37.4,2630.447812332457,0,84,705,352.16473388671875,5
448,23000.0,187000.0,210000.0,0625,ST PAUL,1957,6490.44,Res 1 unit,29.2,3749.6338177012935,121,140,386,183.564697265625,0
449,57300.0,176900.0,234200.0,0625,ST PAUL,1980,8315.6,Res 1 unit,30.3,8882.271489613808,120,149,478,104.78549194335938,0
450,35700.0,217300.0,253000.0,0625,ST PAUL,1909,5000.69,Res 1 unit,36.4,9926.745078228627,112,167,453,246.2194061279297,4
451,35600.0,170900.0,206500.0,279,MAPLE GROVE,2002,15898.91454427,CONDOMINIUM,36.1,2902.7779202167676,0,0,303,403.60870361328125,23
452,11200.0,162300.0,173500.0,001,MINNEAPOLIS,1900,9084.46674498,RESIDENTIAL,26.1,6342.600216254717,129,372,105,337.9230651855469,54
453,106000.0,118000.0,224000.0,280,RICHFIELD,1947,10125.23717954,RESIDENTIAL,39.0,3321.471975755389,0,0,0,402.71575927734375,0
454,45000.0,280000.0,325000.0,273,EDINA,1980,465048.782858,CONDOMINIUM,66.2,1563.2945838697967,91,178,361,150.0,0
455,214100.0,231200.0,445300.0,271,BLOOMINGTON,1965,27186.60311693,RESIDENTIAL,57.6,1109.1480328276773,0,0,0,234.0,0
456,60800.0,154700.0,215500.0,0622,NORTH ST PAUL,1922,10624.28,Res 1 unit,36.6,3289.4954352046598,168,488,46,308.1103515625,0
457,72000.0,131000.0,203000.0,281,NEW HOPE,1961,9689.23939877,RESIDENTIAL,44.2,1376.6378456523541,128,351,291,348.82659912109375,0
458,110200.0,110800.0,221000.0,271,BLOOMINGTON,1959,9626.05865147,RESIDENTIAL,43.2,2335.7498280699933,0,0,0,708.53369140625,0
459,17100.0,218400.0,235500.0,0625,ST PAUL,1953,6534.0,Res 1 unit,33.6,7776.672450977439,52,154,482,112.08924865722656,0
460,107500.0,90400.0,197900.0,271,BLOOMINGTON,1949,15935.41201125,RESIDENTIAL,37.2,3790.252361635179,0,0,0,120.0,0
461,68200.0,404300.0,472500.0,001,MINNEAPOLIS,1921,6926.20358925,RESIDENTIAL,31.3,13870.245646945788,17,335,233,500.16400146484375,21
462,420000.0,252000.0,672000.0,278,ORONO,1976,444951.19356823,RESIDENTIAL,45.9,297.88967619782244,0,16,165,521.3098754882812,114
463,330400.0,247800.0,578200.0,273,EDINA,1949,8939.77895629,RESIDENTIAL,38.5,3716.060692470906,100,279,200,577.903076171875,19
464,83000.0,277100.0,360100.0,0623,SHOREVIEW,1967,10105.92,Res 1 unit,45.1,3308.567622678304,161,265,262,201.15664672851562,0
465,50000.0,126300.0,176300.0,0621,SHOREVIEW,1976,,Res 1 unit,53.1,2403.6772084142126,185,240,303,466.96038818359375,0
466,57500.0,163600.0,221100.0,011,BROOKLYN PARK,1982,10824.06841672,RESIDENTIAL,32.8,3612.795595285443,268,202,266,244.311279296875,0
467,100000.0,212000.0,312000.0,281,PLYMOUTH,1966,12791.08177834,RESIDENTIAL,41.4,2837.254443995648,0,0,0,96.0,900
468,73600.0,243700.0,317300.0,0621,NEW BRIGHTON,1977,11168.78,Res 1 unit,41.3,3029.827614705252,50,839,5,408.0,0
469,61400.0,254000.0,315400.0,0622,MAPLEWOOD,1967,10105.92,Res 1 unit,38.7,2802.880975560409,85,201,296,246.65765380859375,33
470,49000.0,107000.0,156000.0,284,PLYMOUTH,1994,64030.2288146,CONDOMINIUM,34.1,4336.200642927399,116,219,342,158.404541015625,0
471,28600.0,169000.0,197600.0,0625,ST PAUL,1954,6699.53,Res 1 unit,32.2,7494.695549681953,94,174,458,438.65704345703125,0
472,109000.0,228000.0,337000.0,270,GOLDEN VALLEY,1955,13651.99016608,RESIDENTIAL,41.9,1989.4207177664023,97,167,419,132.815673828125,0
474,67000.0,83000.0,150000.0,281,CRYSTAL,1956,8191.55267706,RESIDENTIAL,41.0,5288.638182762453,56,379,223,136.821044921875,0
475,58200.0,153600.0,211800.0,271,BLOOMINGTON,1979,4500.57561222,TOWNHOUSE,54.0,2926.3563216809944,0,0,0,320.9299011230469,0
476,184000.0,215000.0,399000.0,281,GOLDEN VALLEY,1958,14928.64558938,RESIDENTIAL,60.0,1911.3576291070542,146,333,229,138.0,0
477,10000.0,89000.0,99000.0,270,HOPKINS,1971,1490251.45093926,CONDOMINIUM,46.5,4417.666491629319,87,254,286,140.0714111328125,0
478,8700.0,127800.0,136500.0,001,MINNEAPOLIS,1901,5451.72748341,RESIDENTIAL,25.2,11657.703367950353,158,96,455,201.6928253173828,0
479,13400.0,319600.0,333000.0,001,MINNEAPOLIS,2007,6902.7317903,RESIDENTIAL,21.9,11810.628496075953,89,250,123,78.0,0
480,47000.0,141000.0,188000.0,277,MOUND,1975,11238.23676167,RESIDENTIAL,53.5,1406.2334389050807,4,22,315,136.821044921875,3
481,64000.0,164000.0,228000.0,281,CRYSTAL,1953,8957.59444024,RESIDENTIAL,45.1,3789.348898810517,108,569,71,324.0,0
482,60000.0,143700.0,203700.0,0625,ST PAUL,1943,6250.86,Res 1 unit,36.6,8182.761939454898,130,143,457,502.8916015625,0
483,462000.0,1261300.0,1723300.0,284,MINNETONKA,2005,42149.99875788,RESIDENTIAL,50.2,1101.457960940877,0,77,309,570.0947265625,20
484,155000.0,377400.0,532400.0,272,EDEN PRAIRIE,1994,17564.71626276,RESIDENTIAL,36.3,2381.836743461751,0,0,0,346.1329345703125,0
485,122400.0,264200.0,386600.0,272,EDEN PRAIRIE,1992,12063.27414498,RESIDENTIAL,47.5,1859.8216007045598,20,106,171,96.0,0
486,1000.0,141400.0,142400.0,0625,ST PAUL,1916,,Res 1 unit,37.6,24431.855574634123,21,42,373,314.9857177734375,0
487,40000.0,150700.0,190700.0,279,BROOKLYN PARK,2005,3389.08410661,TOWNHOUSE,31.0,10890.764984817317,70,254,398,260.49951171875,7
488,100000.0,320000.0,420000.0,0623,ROSEVILLE,2018,11338.67,Res 1 unit,50.3,2558.258013782038,100,163,484,80.49844360351562,0
489,70200.0,194800.0,265000.0,0624,WHITE BEAR LAKE,1991,2752.99,Res 1 unit,48.0,2300.261329223466,122,231,346,590.8705444335938,0
490,5900.0,440100.0,446000.0,001,MINNEAPOLIS,2006,40620.38058426,CONDOMINIUM,33.7,19088.413578346404,0,0,0,98.95452880859375,0
491,54700.0,297800.0,352500.0,001,MINNEAPOLIS,1951,6984.27757504,RESIDENTIAL,39.7,7222.16278939446,0,0,0,60.0,0
492,79800.0,114800.0,194600.0,271,BLOOMINGTON,1957,5952.54559292,RESIDENTIAL,38.5,3006.4822952673403,0,0,0,624.0,0
493,140000.0,149000.0,289000.0,284,PLYMOUTH,1974,17361.83208592,RESIDENTIAL,43.4,2459.6865664624365,0,0,1,155.76905822753906,7
494,92000.0,137000.0,229000.0,280,RICHFIELD,1950,6382.4280549,RESIDENTIAL,38.9,7288.081001571961,0,0,0,404.49969482421875,0
495,99000.0,120000.0,219000.0,280,RICHFIELD,1944,10168.25208368,RESIDENTIAL,36.9,4964.797927759542,0,0,0,24.0,0
496,240000.0,505000.0,745000.0,001,MINNEAPOLIS,1921,7754.92133455,RESIDENTIAL,43.5,6382.169545780354,10,25,108,159.7623291015625,0
497,56000.0,222000.0,278000.0,011,CHAMPLIN,2004,12516.63650059,RESIDENTIAL,44.6,2888.113877365174,0,0,0,93.91485595703125,886
498,194000.0,172500.0,366500.0,276,MINNETONKA,1977,31213.42869482,RESIDENTIAL,57.1,2355.2881075796886,82,189,248,648.0,24
499,203000.0,80000.0,283000.0,276,TONKA BAY,1920,27014.05447311,RESIDENTIAL,49.0,1395.5213399269546,8,23,465,412.08251953125,0
500,38000.0,137000.0,175000.0,281,PLYMOUTH,1984,83410.8867799,CONDOMINIUM,50.4,5160.684696529402,0,0,0,354.0,900
501,251000.0,173000.0,424000.0,280,RICHFIELD,1938,22603.99290867,RESIDENTIAL,42.2,2380.8648948667455,0,0,0,34.98571014404297,0
502,173000.0,665000.0,838000.0,279,PLYMOUTH,2014,52180.60242907,RESIDENTIAL,34.7,3498.303094398041,60,89,481,94.86833190917969,0
503,150500.0,198700.0,349200.0,272,EDEN PRAIRIE,1965,27486.01080709,RESIDENTIAL,38.9,2472.413495622706,0,36,33,18.0,193
504,1000.0,110800.0,111800.0,0625,ST PAUL,1925,,Res 1 unit,37.8,7227.387636165789,20,36,251,102.70346069335938,72
505,96000.0,147000.0,243000.0,280,RICHFIELD,1955,10004.06508571,RESIDENTIAL,33.2,8928.164238396326,0,0,0,83.57032775878906,0
506,327000.0,370000.0,697000.0,270,GOLDEN VALLEY,1953,17819.85546168,RESIDENTIAL,46.0,2000.1773435445748,44,128,243,255.82806396484375,0
507,98000.0,126000.0,224000.0,281,GOLDEN VALLEY,1963,10733.62860583,RESIDENTIAL,38.9,4768.759248159647,99,181,434,78.0,0
508,61000.0,110000.0,171000.0,279,PLYMOUTH,1984,2276.31594805,TOWNHOUSE,58.8,1068.3436184134252,58,82,107,114.0,2
509,77600.0,190700.0,268300.0,0624,WHITE BEAR LAKE,1955,10497.96,Res 1 unit,40.1,4217.969878859251,45,123,329,108.16653442382812,40
510,77000.0,209000.0,286000.0,011,CHAMPLIN,1988,10000.01033911,RESIDENTIAL,34.6,3906.375226033063,116,143,523,126.0,21
511,37000.0,118000.0,155000.0,279,PLYMOUTH,1990,89391.20564,CONDOMINIUM,34.7,3498.303094398041,87,255,419,399.844970703125,0
512,112000.0,247000.0,359000.0,284,PLYMOUTH,1970,18747.62769932,RESIDENTIAL,43.6,2415.3991563012883,25,257,51,90.0,26
513,44600.0,163700.0,208300.0,279,MAPLE GROVE,1999,1856.35544425,TOWNHOUSE,34.3,441.29419017826774,28,45,310,129.24395751953125,270
514,40000.0,210200.0,250200.0,0625,ST PAUL,1946,8398.37,Res 1 unit,38.7,7057.822331327126,66,127,176,42.0,76
515,78000.0,74000.0,152000.0,281,ROBBINSDALE,1931,6251.93457613,RESIDENTIAL,53.6,5719.957069483949,85,149,456,132.0,0
516,1000.0,114800.0,115800.0,0625,ST PAUL,1918,,Res 1 unit,36.3,15869.715555954912,66,144,379,193.21490478515625,0
517,34500.0,235900.0,270400.0,271,BLOOMINGTON,1977,1127.28050004,TOWNHOUSE,46.8,3674.2326550947646,0,0,0,216.0,0
518,91000.0,133000.0,224000.0,280,RICHFIELD,1959,7997.11848746,RESIDENTIAL,33.2,8928.164238396326,0,0,0,438.0,0
519,88300.0,203500.0,291800.0,279,MAPLE GROVE,1969,10435.2503747,RESIDENTIAL,52.1,2668.2415399775336,40,46,739,257.7207946777344,5
520,48400.0,1600.0,50000.0,272,EDEN PRAIRIE,2019,8819.6278627,RESIDENTIAL,41.7,1805.646665147269,0,0,0,30.0,894
521,43700.0,810300.0,854000.0,001,MINNEAPOLIS,1986,1612.56698521,TOWNHOUSE,42.3,9005.591736918743,91,168,382,162.111083984375,0
522,120000.0,177000.0,297000.0,281,GOLDEN VALLEY,1965,13041.11085692,RESIDENTIAL,41.0,3783.963396745743,50,548,155,198.0,0
524,346400.0,173300.0,519700.0,271,BLOOMINGTON,1967,67387.58632797,RESIDENTIAL,77.2,1138.137966610706,28,62,254,156.46084594726562,0
525,93000.0,292000.0,385000.0,270,GOLDEN VALLEY,1954,15710.45522553,RESIDENTIAL,36.0,2139.5310198149823,163,464,158,104.78549194335938,0
526,84800.0,201300.0,286100.0,0624,WHITE BEAR LAKE,1971,12797.93,Res 1 unit,44.5,3218.5178139696427,133,174,257,252.0,0
527,61000.0,210000.0,271000.0,011,CHAMPLIN,1993,12188.3156529,RESIDENTIAL,32.5,1998.4842944185066,0,74,454,167.35589599609375,0
528,7500.0,174500.0,182000.0,001,MINNEAPOLIS,1900,3580.31791453,RESIDENTIAL,33.3,12421.093204830087,0,0,0,449.7999572753906,0
529,91000.0,146000.0,237000.0,284,PLYMOUTH,1973,6435.88131198,TOWNHOUSE,51.5,4235.434405724816,59,51,380,590.474365234375,0
530,140000.0,222000.0,362000.0,284,PLYMOUTH,1969,20149.41102897,RESIDENTIAL,43.4,2459.6865664624365,12,396,71,136.02940368652344,3
531,69000.0,135000.0,204000.0,279,BROOKLYN CENTER,1962,12213.77657398,RESIDENTIAL,31.2,5550.022948196611,151,327,227,108.0,0
532,67200.0,152000.0,219200.0,0621,NEW BRIGHTON,1964,9827.14,Res 1 unit,51.4,4275.274669266259,176,246,365,165.08180236816406,0
533,90000.0,215000.0,305000.0,280,RICHFIELD,1955,6654.18518692,RESIDENTIAL,37.4,5203.721063429079,0,0,0,276.0652160644531,0
534,37700.0,295800.0,333500.0,001,MINNEAPOLIS,1955,6127.64213341,RESIDENTIAL,36.6,8103.589255421716,0,0,0,649.3596801757812,0
535,82800.0,223200.0,306000.0,001,MINNEAPOLIS,1933,6609.05222218,RESIDENTIAL,36.2,7962.641013603061,0,0,0,234.0,0
536,115000.0,248000.0,363000.0,276,SHOREWOOD,1977,39954.61287304,RESIDENTIAL,36.3,1193.8275049911397,0,18,30,93.33808898925781,0
537,113600.0,140000.0,253600.0,283,ST. LOUIS PARK,1951,7433.4634451,RESIDENTIAL,55.5,5871.371150389924,58,250,201,37.94733428955078,0
538,32100.0,3300.0,35400.0,271,BLOOMINGTON,1972,84041.7400933,CONDOMINIUM,50.9,2000.1221942356876,0,0,0,75.1797866821289,0
539,181800.0,166700.0,348500.0,001,MINNEAPOLIS,1908,5487.09097469,RESIDENTIAL,38.2,6988.865204687533,45,210,109,323.6108703613281,0
540,36800.0,201200.0,238000.0,001,MINNEAPOLIS,1946,4987.69138601,RESIDENTIAL,33.2,6773.4419507083885,10,187,198,59.39697265625,0
541,36500.0,359000.0,395500.0,001,MINNEAPOLIS,2007,4656.18457411,RESIDENTIAL,32.9,7350.329732890372,0,0,0,438.0,0
542,66000.0,115000.0,181000.0,277,MOUND,1940,6399.97929472,RESIDENTIAL,43.5,3992.0655417975504,8,15,103,174.0,53
543,122500.0,127100.0,249600.0,271,BLOOMINGTON,1954,11451.99713475,RESIDENTIAL,47.0,1980.0614117596472,0,0,0,371.9031982421875,0
544,235000.0,213500.0,448500.0,273,EDINA,1960,10693.26935117,RESIDENTIAL,47.3,1860.7374825008023,100,199,139,72.0,32
545,252700.0,200500.0,453200.0,0625,ST PAUL,1914,12000.78,Res 1 unit,40.6,8576.829795957537,28,9,605,498.3251953125,38
546,139900.0,234100.0,374000.0,283,ST. LOUIS PARK,1932,10226.47079947,RESIDENTIAL,37.5,5665.876777153173,173,392,119,204.0,10
547,60000.0,151500.0,211500.0,011,BROOKLYN PARK,1966,43027.60650002,RESIDENTIAL,45.7,1448.3128477469138,142,280,261,43.680660247802734,0
548,70200.0,186700.0,256900.0,0623,LITTLE CANADA,1999,,Res 1 unit,35.6,3118.3948115228022,225,230,273,150.0,6
549,48000.0,136000.0,184000.0,281,PLYMOUTH,1973,1984.00054977,TOWNHOUSE,43.5,2711.7191341074335,70,129,514,318.9043884277344,13
550,11700.0,185100.0,196800.0,0625,ST PAUL,1968,4660.92,Res 1 unit,29.4,9174.802576511725,61,146,433,342.0,0
551,129000.0,334000.0,463000.0,284,PLYMOUTH,1993,11760.61302732,RESIDENTIAL,36.9,3485.343559912825,74,111,521,462.0,49
552,200200.0,201300.0,401500.0,001,MINNEAPOLIS,1931,6494.79656811,RESIDENTIAL,43.1,6819.368520836341,136,230,154,415.7354736328125,0
553,21900.0,565100.0,587000.0,001,MINNEAPOLIS,2004,10681.47160235,CONDOMINIUM,33.7,19088.413578346404,0,0,0,119.09660339355469,0
554,34400.0,239000.0,273400.0,279,MAPLE GROVE,1994,2672.98619095,TOWNHOUSE,43.6,3235.2606136687623,44,139,545,91.58602905273438,1
555,58000.0,152700.0,210700.0,279,BROOKLYN PARK,1982,9856.55130388,RESIDENTIAL,42.3,4715.061512072083,73,206,256,84.0,85
556,116000.0,130000.0,246000.0,282,ST. ANTHONY,1954,11552.24458478,RESIDENTIAL,42.4,4775.594850236771,285,370,46,561.3448486328125,0
557,250000.0,199700.0,449700.0,273,EDINA,1959,20138.64636423,RESIDENTIAL,46.0,3231.6212309914995,69,472,30,168.0,0
558,122400.0,168600.0,291000.0,271,BLOOMINGTON,1964,16078.32363,RESIDENTIAL,42.4,3399.301588236742,0,0,0,163.76812744140625,0
559,50000.0,204600.0,254600.0,0624,WHITE BEAR LAKE,1997,775019.52,Res 1 unit,39.5,3439.106185147599,126,267,314,234.0,0
560,54000.0,141000.0,195000.0,281,ROBBINSDALE,1925,9053.58479361,RESIDENTIAL,41.3,3375.9413524034994,43,248,359,284.28857421875,4
561,73000.0,288000.0,361000.0,278,LONG LAKE,1960,19022.92541102,RESIDENTIAL,46.3,3150.912863375355,0,28,125,269.5329284667969,0
562,57000.0,157600.0,214600.0,0625,ST PAUL,1924,6751.8,Res 1 unit,39.0,6514.434497833599,1,101,66,106.15084075927734,647
563,50000.0,104500.0,154500.0,280,EDINA,1964,528133.84432036,TOWNHOUSE,62.8,13582.837620563982,36,132,391,247.16796875,68
564,120500.0,157600.0,278100.0,270,EDINA,1963,8187.63862066,RESIDENTIAL,41.4,4666.125986254143,122,277,211,146.47866821289062,0
565,59200.0,277300.0,336500.0,0623,LAUDERDALE,1993,13399.06,Res 1 unit,47.4,6397.7009221966,113,204,377,78.0,0
566,83000.0,131000.0,214000.0,283,HOPKINS,1949,11161.44469249,RESIDENTIAL,33.7,2735.05694226042,83,206,286,128.40560913085938,15
